GPS_ID,Tag_Number,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Unfilt_Pos,Filt_Pos,Std_Dev,Point_ID
298,269,1.3,Real-time SBAS Corrected,11/6/2022,12:23:16pm,11,11,0.604334,29
299,270,1.1,Real-time SBAS Corrected,11/6/2022,12:24:12pm,11,11,1.333848,30
300,277,1.1,Real-time SBAS Corrected,11/6/2022,12:25:35pm,14,14,0.59937,31
301,271,1.3,Real-time SBAS Corrected,11/6/2022,12:26:38pm,15,15,0.854145,32
302,272,1.3,Real-time SBAS Corrected,11/6/2022,12:28:13pm,12,12,1.294547,33
303,273,1.1,Real-time SBAS Corrected,11/6/2022,12:29:06pm,16,16,0.444466,34
304,274,1,Real-time SBAS Corrected,11/6/2022,12:30:25pm,10,10,0.434505,35
305,275,1,Real-time SBAS Corrected,11/6/2022,12:31:12pm,16,16,0.534636,36
306,268,1.1,Real-time SBAS Corrected,11/6/2022,12:33:12pm,12,12,0.349441,37
307,267,1.2,Real-time SBAS Corrected,11/6/2022,12:36:07pm,12,12,0.769648,38
308,266,1.1,Real-time SBAS Corrected,11/6/2022,12:37:25pm,18,18,0.449832,39
309,264,1.3,Real-time SBAS Corrected,11/6/2022,12:39:41pm,58,58,0.826651,40
310,263,1.3,Real-time SBAS Corrected,11/6/2022,12:43:54pm,13,13,0.353765,41
311,265,1.5,Real-time SBAS Corrected,11/6/2022,12:44:51pm,19,19,0.677403,42
312,262,1.2,Real-time SBAS Corrected,11/6/2022,12:46:12pm,20,20,0.732647,43
313,261,1.5,Real-time SBAS Corrected,11/6/2022,12:47:43pm,26,26,1.002441,44
314,9999,1.2,Real-time SBAS Corrected,11/6/2022,12:50:32pm,11,11,0.43004,45
315,350,1.4,Real-time SBAS Corrected,11/6/2022,12:51:31pm,42,42,1.383907,46
316,348,1.3,Real-time SBAS Corrected,11/6/2022,12:54:42pm,10,10,0.31431,47
317,351,1.3,Real-time SBAS Corrected,11/6/2022,12:55:54pm,10,10,0.851465,48
318,349,1.5,Real-time SBAS Corrected,11/6/2022,12:57:03pm,15,15,0.977967,49
319,259,1.1,Real-time SBAS Corrected,11/6/2022,12:58:05pm,13,13,0.732753,50
320,258,1.1,Real-time SBAS Corrected,11/6/2022,12:58:57pm,11,11,0.411204,51
321,257,1.1,Real-time SBAS Corrected,11/6/2022,12:59:44pm,11,11,0.395486,52
322,256,1.1,Real-time SBAS Corrected,11/6/2022,01:00:26pm,17,17,0.482234,53
323,255,1.3,Real-time SBAS Corrected,11/6/2022,01:01:27pm,11,11,0.450481,54
324,254,1.1,Real-time SBAS Corrected,11/6/2022,01:02:20pm,11,11,0.732351,55
325,251,1.1,Real-time SBAS Corrected,11/6/2022,01:03:29pm,10,10,0.489116,56
326,250,1.5,Real-time SBAS Corrected,11/6/2022,01:04:14pm,13,13,0.955123,57
327,249,1.5,Real-time SBAS Corrected,11/6/2022,01:05:03pm,17,17,1.060716,58
328,248,1.3,Real-time SBAS Corrected,11/6/2022,01:06:28pm,10,10,1.079824,59
329,247,1.3,Real-time SBAS Corrected,11/6/2022,01:07:24pm,10,10,0.895905,60
330,253,1.4,Real-time SBAS Corrected,11/6/2022,01:12:56pm,12,12,0.422014,61
331,252,1.5,Real-time SBAS Corrected,11/6/2022,01:13:45pm,14,14,0.439408,62
332,244,1.7,Real-time SBAS Corrected,11/6/2022,01:16:07pm,10,10,0.890535,63
333,245,2,Real-time SBAS Corrected,11/6/2022,01:17:13pm,24,24,1.16464,64
334,246,1.6,Real-time SBAS Corrected,11/6/2022,01:19:04pm,12,12,1.088678,65
335,352,1.4,Real-time SBAS Corrected,11/6/2022,01:20:32pm,11,11,0.832616,66
336,346,1.4,Real-time SBAS Corrected,11/6/2022,01:21:52pm,15,15,1.445331,67
337,345,1.4,Real-time SBAS Corrected,11/6/2022,01:23:04pm,19,19,1.821156,68
338,343,1.4,Uncorrected,11/6/2022,01:24:33pm,21,21,1.40477,69
339,342,1.4,Uncorrected,11/6/2022,01:26:21pm,17,17,0.313103,70
340,1020,1.1,Uncorrected,10/20/2022,11:24:06am,12,12,0.066299,1
341,1021,1.9,Uncorrected,10/20/2022,11:26:24am,13,13,,2
342,1022,1.3,Real-time SBAS Corrected,10/20/2022,11:29:07am,11,11,0.604589,3
343,1023,1.3,Real-time SBAS Corrected,10/20/2022,11:32:25am,10,10,0.146533,4
344,1066,1.2,Real-time SBAS Corrected,10/20/2022,11:34:34am,10,10,0.443855,5
345,1065,1.3,Real-time SBAS Corrected,10/20/2022,11:36:57am,16,16,0.41134,6
346,1064,1.2,Real-time SBAS Corrected,10/20/2022,11:38:43am,10,10,0.409903,7
347,1063,1.4,Uncorrected,10/20/2022,11:40:48am,15,15,0.623498,8
348,1062,1.2,Real-time SBAS Corrected,10/20/2022,11:43:01am,10,10,0.50138,9
349,1061,1.1,Real-time SBAS Corrected,10/20/2022,11:45:30am,11,11,0.364173,10
350,1060,1.1,Real-time SBAS Corrected,10/20/2022,11:48:36am,14,14,0.562015,11
351,1059,1.1,Real-time SBAS Corrected,10/20/2022,11:50:52am,16,16,0.352565,12
352,1058,1,Real-time SBAS Corrected,10/20/2022,11:52:51am,12,12,0.277239,13
353,1057,1,Real-time SBAS Corrected,10/20/2022,11:54:36am,11,11,0.518784,14
354,1056,1,Real-time SBAS Corrected,10/20/2022,11:56:24am,11,11,2.074549,15
355,1055,1,Real-time SBAS Corrected,10/20/2022,11:58:16am,10,10,0.737707,16
356,1054,1,Real-time SBAS Corrected,10/20/2022,12:00:39pm,11,11,0.305878,17
357,1037,1,Real-time SBAS Corrected,10/20/2022,12:03:38pm,10,10,0.645259,18
358,1038,1,Real-time SBAS Corrected,10/20/2022,12:06:19pm,10,10,0.148824,19
359,1039,1.1,Real-time SBAS Corrected,10/20/2022,12:08:27pm,10,10,1.29928,20
360,1040,1.1,Real-time SBAS Corrected,10/20/2022,12:10:57pm,10,10,0.189308,21
361,1041,1.1,Real-time SBAS Corrected,10/20/2022,12:13:29pm,11,11,0.160279,22
362,1042,1,Uncorrected,10/20/2022,12:15:12pm,11,11,0.6398,23
363,1043,1.3,Uncorrected,10/20/2022,12:16:47pm,10,10,0.706687,24
364,1044,1.3,Uncorrected,10/20/2022,12:19:05pm,22,22,0.668533,25
365,1045,1.1,Uncorrected,10/20/2022,12:21:53pm,10,10,0.31547,26
366,1046,1.3,Uncorrected,10/20/2022,12:24:25pm,20,20,0.706524,27
367,1047,1.2,Uncorrected,10/20/2022,12:26:51pm,10,10,0.520545,28
368,1048,1.2,Real-time SBAS Corrected,10/20/2022,12:28:17pm,11,11,0.127338,29
369,1049,1.1,Real-time SBAS Corrected,10/20/2022,12:30:02pm,10,10,0.278957,30
370,1050,1.4,Uncorrected,10/20/2022,12:31:39pm,14,14,0.823263,31
371,1051,1.5,Real-time SBAS Corrected,10/20/2022,12:33:47pm,12,12,2.469036,32
372,1052,1.4,Real-time SBAS Corrected,10/20/2022,12:36:37pm,10,10,0.273806,33
373,1053,1.2,Real-time SBAS Corrected,10/20/2022,12:41:00pm,11,11,0.753981,34
374,1036,1.1,Uncorrected,10/20/2022,12:43:54pm,11,11,0.34101,35
375,1034,1.4,Uncorrected,10/20/2022,12:48:06pm,14,14,1.139933,36
376,1033,1.5,Uncorrected,10/20/2022,12:49:35pm,11,11,0.437165,37
377,1025,1.3,Uncorrected,10/20/2022,12:54:34pm,10,10,0.312387,38
378,1032,1.4,Uncorrected,10/20/2022,12:56:12pm,10,10,0.885776,39
379,1031,1.2,Real-time SBAS Corrected,10/20/2022,12:57:40pm,10,10,0.512017,40
380,1030,1.1,Real-time SBAS Corrected,10/20/2022,12:58:54pm,10,10,0.756824,41
381,1029,1.2,Real-time SBAS Corrected,10/20/2022,12:59:58pm,11,11,1.053044,42
382,1028,1.3,Real-time SBAS Corrected,10/20/2022,01:01:17pm,10,10,0.348757,43
383,1027,1.1,Real-time SBAS Corrected,10/20/2022,01:03:10pm,13,13,2.370444,44
384,1026,1.1,Real-time SBAS Corrected,10/20/2022,01:04:53pm,11,11,0.53931,45
385,382,1,Real-time SBAS Corrected,10/20/2022,01:08:19pm,11,11,1.532008,46
386,383,1.2,Real-time SBAS Corrected,10/20/2022,01:12:02pm,10,10,0.582593,47
387,1069,1,Real-time SBAS Corrected,10/20/2022,01:13:47pm,11,11,0.677576,48
388,1068,0.9,Uncorrected,10/20/2022,01:16:15pm,11,11,0.692416,49
389,1067,1,Real-time SBAS Corrected,10/20/2022,01:17:52pm,12,12,0.331691,50
390,384,1.1,Real-time SBAS Corrected,10/20/2022,01:20:47pm,12,12,0.904314,51
391,381,1.1,Uncorrected,10/20/2022,01:25:12pm,10,10,0.86256,52
392,380,1.1,Uncorrected,10/20/2022,01:27:36pm,10,10,0.296757,53
393,379,1,Real-time SBAS Corrected,10/20/2022,01:30:57pm,12,12,0.280614,54
394,378,1.1,Uncorrected,10/20/2022,01:33:16pm,14,14,0.897585,55
395,546,1.9,Uncorrected,10/27/2022,04:14:36pm,10,10,0.695866,1
396,545,1.8,Real-time SBAS Corrected,10/27/2022,04:15:33pm,11,11,0.173536,2
397,543,1.8,Real-time SBAS Corrected,10/27/2022,04:16:37pm,11,11,1.227274,3
398,542,1.2,Real-time SBAS Corrected,10/27/2022,04:17:31pm,13,13,0.869207,4
399,537,1.4,Real-time SBAS Corrected,10/27/2022,04:18:51pm,11,11,0.5315,5
400,538,1.3,Real-time SBAS Corrected,10/27/2022,04:20:39pm,11,11,0.68129,6
401,539,1.2,Real-time SBAS Corrected,10/27/2022,04:22:14pm,13,13,0.61341,7
402,342,1.2,Real-time SBAS Corrected,10/27/2022,04:23:43pm,15,15,0.925769,8
403,531,1.2,Real-time SBAS Corrected,10/27/2022,04:25:51pm,11,11,0.478841,9
404,549,1.3,Real-time SBAS Corrected,10/27/2022,04:27:35pm,12,12,0.987069,10
405,536,1,Real-time SBAS Corrected,10/27/2022,04:29:29pm,11,11,2.076699,11
406,535,1.2,Real-time SBAS Corrected,10/27/2022,04:31:21pm,10,10,0.298571,12
407,534,1.1,Real-time SBAS Corrected,10/27/2022,04:33:14pm,11,11,1.236184,13
408,528,1,Real-time SBAS Corrected,10/27/2022,04:34:56pm,12,12,0.272081,14
409,527,1.2,Real-time SBAS Corrected,10/27/2022,04:37:11pm,11,11,0.441247,15
410,523,1.2,Real-time SBAS Corrected,10/27/2022,04:38:53pm,15,15,0.532772,16
411,9999,1,Real-time SBAS Corrected,10/27/2022,04:40:32pm,11,11,0.641824,17
412,526,1.1,Real-time SBAS Corrected,10/27/2022,04:41:30pm,10,10,1.077689,18
413,529,1,Real-time SBAS Corrected,10/27/2022,04:42:50pm,10,10,0.351907,19
414,533,1.1,Real-time SBAS Corrected,10/27/2022,04:43:55pm,10,10,0.662073,20
415,530,1,Real-time SBAS Corrected,10/27/2022,04:45:09pm,12,12,0.639712,21
416,583,1.1,Real-time SBAS Corrected,10/27/2022,04:47:36pm,11,11,0.38969,22
417,9999,1,Real-time SBAS Corrected,10/27/2022,04:49:18pm,15,15,0.24853,23
418,9999,1.2,Real-time SBAS Corrected,10/27/2022,04:50:39pm,17,17,0.236602,24
419,546,1,Real-time SBAS Corrected,10/27/2022,04:52:41pm,11,11,0.321975,25
420,590,1,Real-time SBAS Corrected,10/27/2022,04:54:01pm,11,11,0.950594,26
421,597,1,Real-time SBAS Corrected,10/27/2022,04:55:25pm,11,11,0.268259,27
422,598,1.1,Real-time SBAS Corrected,10/27/2022,04:56:13pm,12,12,0.377945,28
423,599,1.1,Real-time SBAS Corrected,10/27/2022,04:57:15pm,11,11,0.84905,29
424,582,1.1,Real-time SBAS Corrected,10/27/2022,04:58:49pm,11,11,0.697889,30
425,600,1.7,Real-time SBAS Corrected,10/27/2022,05:00:27pm,11,11,1.221864,31
426,602,1.3,Real-time SBAS Corrected,10/27/2022,05:01:50pm,13,13,0.473637,32
427,581,1.4,Real-time SBAS Corrected,10/27/2022,05:03:43pm,14,14,0.996681,33
428,614,1.2,Real-time SBAS Corrected,10/27/2022,05:05:27pm,16,16,0.532909,34
429,613,1.4,Real-time SBAS Corrected,10/27/2022,05:07:17pm,10,10,0.437594,35
430,611,1.3,Real-time SBAS Corrected,10/27/2022,05:08:32pm,10,10,0.705221,36
431,605,1.4,Real-time SBAS Corrected,10/27/2022,05:09:59pm,14,14,0.924358,37
432,596,1.7,Real-time SBAS Corrected,10/27/2022,05:11:27pm,13,13,0.735845,38
433,604,1.4,Real-time SBAS Corrected,10/27/2022,05:12:56pm,12,12,0.435936,39
434,603,1.4,Real-time SBAS Corrected,10/27/2022,05:13:55pm,10,10,1.107455,40
435,595,1.3,Real-time SBAS Corrected,10/27/2022,05:14:49pm,16,16,0.602317,41
436,594,1.3,Real-time SBAS Corrected,10/27/2022,05:16:09pm,10,10,0.337687,42
437,593,1.6,Real-time SBAS Corrected,10/27/2022,05:17:19pm,10,10,0.47771,43
438,592,1.4,Real-time SBAS Corrected,10/27/2022,05:18:31pm,11,11,0.212465,44
439,587,1.7,Real-time SBAS Corrected,10/27/2022,05:19:46pm,13,13,0.650099,45
440,588,1.7,Real-time SBAS Corrected,10/27/2022,05:21:11pm,16,16,1.735414,46
441,589,1.4,Real-time SBAS Corrected,10/27/2022,05:22:40pm,11,11,1.086395,47
442,683,1.8,Real-time SBAS Corrected,10/27/2022,05:23:46pm,17,17,0.739499,48
443,680,2.1,Real-time SBAS Corrected,10/27/2022,05:30:45pm,11,11,0.518791,49
444,679,1.7,Real-time SBAS Corrected,10/27/2022,05:31:55pm,10,10,1.540331,50
445,681,1.4,Real-time SBAS Corrected,10/27/2022,05:32:44pm,11,11,0.887214,51
446,682,1.4,Real-time SBAS Corrected,10/27/2022,05:33:25pm,10,10,0.287216,52
447,676,1.5,Real-time SBAS Corrected,10/27/2022,05:34:10pm,11,11,0.585732,53
448,677,1.5,Real-time SBAS Corrected,10/27/2022,05:35:19pm,22,22,0.628685,54
449,676,1.5,Real-time SBAS Corrected,10/27/2022,05:36:53pm,11,11,0.608834,55
450,673,1.5,Real-time SBAS Corrected,10/27/2022,05:40:08pm,17,17,0.6953,56
451,674,1.6,Uncorrected,10/27/2022,05:43:03pm,10,10,0.260004,57
452,673,2.7,Uncorrected,10/27/2022,05:44:36pm,10,10,0.901468,58
453,672,2.1,Uncorrected,10/27/2022,05:45:51pm,10,10,0.258454,59
454,1255,1.3,Real-time SBAS Corrected,11/10/2022,11:20:23am,13,13,1.482094,1
455,1260,1.2,Real-time SBAS Corrected,11/10/2022,11:22:57am,17,17,0.863308,2
456,1262,1,Real-time SBAS Corrected,11/10/2022,11:24:58am,20,20,0.52219,3
457,1263,1,Real-time SBAS Corrected,11/10/2022,11:26:15am,18,18,0.185861,4
458,1264,1,Real-time SBAS Corrected,11/10/2022,11:27:55am,31,31,0.878591,5
459,1280,1.1,Real-time SBAS Corrected,11/10/2022,11:30:17am,12,12,0.661546,6
460,9999,1.1,Real-time SBAS Corrected,11/10/2022,11:32:08am,11,11,0.257099,7
461,1246,1.2,Real-time SBAS Corrected,11/10/2022,11:33:54am,14,14,0.345039,8
462,1245,1.2,Real-time SBAS Corrected,11/10/2022,11:34:54am,20,20,0.980931,9
463,1244,1.2,Real-time SBAS Corrected,11/10/2022,11:36:18am,17,17,1.912708,10
464,1243,1.4,Real-time SBAS Corrected,11/10/2022,11:37:50am,13,13,0.804949,11
465,1274,1.3,Real-time SBAS Corrected,11/10/2022,11:39:28am,16,16,0.74381,12
466,1273,1.3,Real-time SBAS Corrected,11/10/2022,11:40:32am,18,18,3.212428,13
467,1276,1.4,Real-time SBAS Corrected,11/10/2022,11:43:57am,14,14,0.346464,14
468,1275,1.1,Real-time SBAS Corrected,11/10/2022,11:44:58am,20,20,0.586109,15
469,1287,1.3,Real-time SBAS Corrected,11/10/2022,11:46:36am,13,13,0.864626,16
470,1286,1.3,Real-time SBAS Corrected,11/10/2022,11:47:34am,15,15,0.7861,17
471,1284,1.1,Real-time SBAS Corrected,11/10/2022,11:48:54am,11,11,0.891698,18
472,1285,1.4,Real-time SBAS Corrected,11/10/2022,11:51:01am,11,11,1.150251,19
473,1283,1,Real-time SBAS Corrected,11/10/2022,11:51:58am,10,10,0.603058,20
474,1282,1,Real-time SBAS Corrected,11/10/2022,11:52:56am,19,19,0.856433,21
475,1279,2.3,Real-time SBAS Corrected,11/10/2022,11:54:14am,43,43,2.964085,22
476,9999,1.3,Real-time SBAS Corrected,11/10/2022,11:57:16am,32,32,1.746835,23
477,1266,1,Real-time SBAS Corrected,11/10/2022,12:00:36pm,12,12,0.516313,24
478,1267,1.2,Uncorrected,11/10/2022,12:02:30pm,11,11,0.42779,25
479,1269,1.3,Uncorrected,11/10/2022,12:03:24pm,40,40,1.996261,26
480,1268,1.3,Real-time SBAS Corrected,11/10/2022,12:06:39pm,13,13,0.585344,27
481,1270,1.5,Uncorrected,11/10/2022,12:07:59pm,28,28,1.075168,28
482,1271,1.3,Real-time SBAS Corrected,11/10/2022,12:09:47pm,42,42,1.215834,29
483,1272,1.3,Uncorrected,11/10/2022,12:12:58pm,20,20,0.519017,30
484,9999,1.1,Real-time SBAS Corrected,11/10/2022,12:14:53pm,10,10,0.290867,31
485,9999,1.1,Real-time SBAS Corrected,11/10/2022,12:16:06pm,13,13,0.08736,32
486,1300,1.7,Uncorrected,11/10/2022,01:28:05pm,58,58,0.689452,33
487,1297,1.1,Real-time SBAS Corrected,11/10/2022,01:31:43pm,33,33,0.256045,34
488,1296,1.3,Real-time SBAS Corrected,11/10/2022,01:33:40pm,53,53,0.551829,35
489,1337,1.1,Real-time SBAS Corrected,11/10/2022,01:39:00pm,33,33,0.505528,36
490,1336,1.3,Real-time SBAS Corrected,11/10/2022,01:40:51pm,36,36,0.563497,37
491,1334,1,Real-time SBAS Corrected,11/10/2022,01:43:30pm,21,21,0.313658,38
492,1333,1,Real-time SBAS Corrected,11/10/2022,01:45:06pm,18,18,0.643095,39
493,1332,1,Real-time SBAS Corrected,11/10/2022,01:46:20pm,14,14,0.412808,40
494,1331,1,Real-time SBAS Corrected,11/10/2022,01:48:00pm,10,10,0.6114,41
495,1330,1,Real-time SBAS Corrected,11/10/2022,01:49:22pm,21,21,0.493706,42
496,1329,1,Real-time SBAS Corrected,11/10/2022,01:51:06pm,26,26,1.546119,43
497,1328,1,Real-time SBAS Corrected,11/10/2022,01:53:40pm,10,10,0.563777,44
498,1293,1,Real-time SBAS Corrected,11/10/2022,01:54:55pm,16,16,0.291241,45
499,1323,1,Real-time SBAS Corrected,11/10/2022,01:56:23pm,14,14,0.395153,46
500,1326,1,Real-time SBAS Corrected,11/10/2022,01:57:58pm,11,11,0.507738,47
501,1322,1,Real-time SBAS Corrected,11/10/2022,01:59:06pm,13,13,0.468749,48
502,1321,1,Real-time SBAS Corrected,11/10/2022,02:00:07pm,10,10,0.89576,49
503,1324,1.1,Real-time SBAS Corrected,11/10/2022,02:01:01pm,11,11,1.076294,50
504,1320,1.1,Real-time SBAS Corrected,11/10/2022,02:02:12pm,11,11,0.795086,51
505,1319,1.3,Real-time SBAS Corrected,11/10/2022,02:03:24pm,11,11,0.800361,52
506,1317,1,Real-time SBAS Corrected,11/10/2022,02:05:57pm,23,23,1.082764,53
507,1316,1,Real-time SBAS Corrected,11/10/2022,02:07:54pm,22,22,0.423683,54
508,9999,1,Real-time SBAS Corrected,11/10/2022,02:09:24pm,28,28,0.943688,55
509,1314,1,Real-time SBAS Corrected,11/10/2022,02:11:09pm,36,36,0.489687,56
510,1313,1,Real-time SBAS Corrected,11/10/2022,02:13:27pm,33,33,0.335937,57
511,1312,1,Real-time SBAS Corrected,11/10/2022,02:15:32pm,10,10,0.276989,58
512,1311,1,Real-time SBAS Corrected,11/10/2022,02:16:18pm,11,11,0.213928,59
513,9999,1,Real-time SBAS Corrected,11/10/2022,02:18:04pm,11,11,0.662649,60
514,9999,1.1,Real-time SBAS Corrected,11/10/2022,02:19:05pm,10,10,0.443516,61
515,1341,1.1,Real-time SBAS Corrected,11/10/2022,02:19:54pm,11,11,1.061293,62
516,1342,1.1,Real-time SBAS Corrected,11/10/2022,02:20:56pm,10,10,0.906837,63
517,1343,1.3,Real-time SBAS Corrected,11/10/2022,02:21:38pm,11,11,1.4315,64
518,9999,1.2,Real-time SBAS Corrected,11/10/2022,02:22:26pm,15,15,0.746335,65
519,1345,1.3,Real-time SBAS Corrected,11/10/2022,02:23:37pm,11,11,0.58856,66
520,9999,1.4,Real-time SBAS Corrected,11/10/2022,02:24:37pm,16,16,1.571159,67
521,9999,1.7,Real-time SBAS Corrected,11/10/2022,02:25:58pm,25,25,0.87734,68
522,836,1.1,Real-time SBAS Corrected,11/10/2022,02:27:52pm,26,26,0.727383,69
523,835,1.2,Uncorrected,11/10/2022,02:29:34pm,29,29,0.702594,70
524,834,1,Real-time SBAS Corrected,11/10/2022,02:31:24pm,32,32,0.595645,71
525,832,1.1,Real-time SBAS Corrected,11/10/2022,02:33:15pm,12,12,0.38481,72
526,831,1.1,Real-time SBAS Corrected,11/10/2022,02:34:01pm,12,12,0.938453,73
527,9999,1,Real-time SBAS Corrected,11/10/2022,02:34:58pm,17,17,1.088421,74
528,830,1.1,Real-time SBAS Corrected,11/10/2022,02:36:02pm,10,10,1.164674,75
529,829,1.1,Real-time SBAS Corrected,11/10/2022,02:36:49pm,11,11,1.21579,76
530,828,1.1,Uncorrected,11/10/2022,02:37:30pm,10,10,0.661742,77
531,827,1.1,Uncorrected,11/10/2022,02:38:27pm,20,20,1.199674,78
532,825,1.3,Real-time SBAS Corrected,11/10/2022,02:40:37pm,38,38,1.090384,79
533,823,1.1,Real-time SBAS Corrected,11/10/2022,02:43:29pm,13,13,0.335854,80
534,822,1.1,Real-time SBAS Corrected,11/10/2022,02:44:58pm,12,12,0.546673,81
535,755,1.5,Uncorrected,11/14/2022,03:37:20pm,72,72,0.257525,1
536,754,1.5,Real-time SBAS Corrected,11/14/2022,03:41:23pm,14,14,0.864699,2
537,750,1.5,Uncorrected,11/14/2022,03:42:42pm,16,16,0.85021,3
538,749,2.4,Uncorrected,11/14/2022,03:44:11pm,16,16,0.517456,4
539,747,1.7,Uncorrected,11/14/2022,03:45:11pm,19,19,0.66324,5
540,746,1.9,Uncorrected,11/14/2022,03:46:22pm,13,13,1.039385,6
541,744,1.3,Real-time SBAS Corrected,11/14/2022,03:47:14pm,13,13,0.582694,7
542,745,1.3,Uncorrected,11/14/2022,03:48:02pm,16,16,0.93164,8
543,743,1.3,Uncorrected,11/14/2022,03:49:12pm,14,14,1.167486,9
544,742,1.4,Uncorrected,11/14/2022,03:50:05pm,13,13,0.980597,10
545,741,1.2,Uncorrected,11/14/2022,03:50:53pm,15,15,1.499469,11
546,740,1.2,Uncorrected,11/14/2022,03:51:54pm,12,12,1.284972,12
547,739,1.5,Uncorrected,11/14/2022,03:52:46pm,21,21,0.491041,13
548,752,1.3,Uncorrected,11/14/2022,03:54:50pm,20,20,1.538034,14
549,751,1.3,Uncorrected,11/14/2022,03:56:23pm,12,12,0.298021,15
550,753,1.1,Uncorrected,11/14/2022,03:57:28pm,10,10,0.597968,16
551,9999,1.7,Real-time SBAS Corrected,11/14/2022,04:03:52pm,15,15,0.804951,17
552,2,1.4,Real-time SBAS Corrected,11/14/2022,04:05:28pm,21,21,0.873062,18
553,4,1.3,Real-time SBAS Corrected,11/14/2022,04:06:43pm,15,15,0.406246,19
554,9999,1.3,Real-time SBAS Corrected,11/14/2022,04:08:07pm,10,10,0.515746,20
555,6,1.2,Real-time SBAS Corrected,11/14/2022,04:08:48pm,14,14,1.036552,21
556,7,1.2,Real-time SBAS Corrected,11/14/2022,04:09:50pm,11,11,0.754288,22
557,10,1.2,Real-time SBAS Corrected,11/14/2022,04:10:40pm,15,15,0.822704,23
558,9,1.3,Real-time SBAS Corrected,11/14/2022,04:11:33pm,15,15,0.45341,24
559,8,1.4,Real-time SBAS Corrected,11/14/2022,04:12:54pm,17,17,0.628106,25
560,21,1.1,Real-time SBAS Corrected,11/14/2022,04:14:08pm,12,12,0.826811,26
561,20,1.4,Real-time SBAS Corrected,11/14/2022,04:14:54pm,14,14,1.03247,27
562,13,1.2,Real-time SBAS Corrected,11/14/2022,04:15:47pm,12,12,0.258195,28
563,11,1.2,Real-time SBAS Corrected,11/14/2022,04:16:41pm,12,12,0.984822,29
564,12,1.2,Real-time SBAS Corrected,11/14/2022,04:17:27pm,12,12,0.609934,30
565,14,1.2,Real-time SBAS Corrected,11/14/2022,04:19:43pm,11,11,0.725182,31
566,19,1.2,Real-time SBAS Corrected,11/14/2022,04:20:46pm,16,16,0.858462,32
567,16,1.3,Real-time SBAS Corrected,11/14/2022,04:22:12pm,12,12,0.413815,33
568,17,1.3,Real-time SBAS Corrected,11/14/2022,04:23:00pm,16,16,0.689654,34
569,322,1.3,Real-time SBAS Corrected,11/14/2022,04:24:00pm,14,14,0.390063,35
570,324,1.6,Real-time SBAS Corrected,11/14/2022,04:25:09pm,11,11,0.93914,36
571,323,1.6,Real-time SBAS Corrected,11/14/2022,04:26:07pm,12,12,0.207344,37
572,325,1.3,Real-time SBAS Corrected,11/14/2022,04:27:08pm,10,10,0.23436,38
573,18,1.3,Real-time SBAS Corrected,11/14/2022,04:27:55pm,12,12,0.424347,39
574,40,1.5,Real-time SBAS Corrected,11/14/2022,04:29:08pm,19,19,0.887949,40
575,41,1.3,Real-time SBAS Corrected,11/14/2022,04:30:16pm,14,14,0.640029,41
576,9999,1.2,Real-time SBAS Corrected,11/14/2022,04:32:04pm,10,10,0.649216,42
577,68,1.4,Real-time SBAS Corrected,11/14/2022,04:33:29pm,16,16,2.134478,43
578,67,1.5,Real-time SBAS Corrected,11/14/2022,04:34:54pm,13,13,0.942128,44
579,66,1.3,Real-time SBAS Corrected,11/14/2022,04:35:56pm,14,14,0.343211,45
580,69,1.3,Real-time SBAS Corrected,11/14/2022,04:37:02pm,11,11,0.400575,46
581,65,1.3,Real-time SBAS Corrected,11/14/2022,04:37:55pm,15,15,2.082864,47
582,64,1.2,Real-time SBAS Corrected,11/14/2022,04:39:08pm,10,10,0.190142,48
583,70,1.2,Real-time SBAS Corrected,11/14/2022,04:39:58pm,13,13,0.384959,49
584,9999,1.7,Real-time SBAS Corrected,11/14/2022,04:41:24pm,13,13,0.503075,50
585,327,1.2,Real-time SBAS Corrected,11/14/2022,04:42:28pm,22,22,0.956656,51
586,328,1.6,Real-time SBAS Corrected,11/14/2022,04:43:46pm,11,11,0.686019,52
587,72,1.6,Real-time SBAS Corrected,11/14/2022,04:44:59pm,18,18,1.187533,53
588,97,1.4,Uncorrected,11/14/2022,04:46:18pm,21,21,0.780054,54
589,63,1.4,Real-time SBAS Corrected,11/14/2022,04:47:59pm,15,15,0.942467,55
590,62,1.8,Real-time SBAS Corrected,11/14/2022,04:49:07pm,17,17,0.569998,56
591,61,1.3,Real-time SBAS Corrected,11/14/2022,04:50:09pm,11,11,0.453375,57
592,60,1.6,Real-time SBAS Corrected,11/14/2022,04:50:51pm,14,14,0.452351,58
593,59,1.3,Real-time SBAS Corrected,11/14/2022,04:52:35pm,11,11,0.47116,59
594,48,1.6,Real-time SBAS Corrected,11/14/2022,04:53:46pm,10,10,0.511241,60
595,49,1.4,Real-time SBAS Corrected,11/14/2022,04:54:25pm,11,11,0.292455,61
596,47,1.8,Real-time SBAS Corrected,11/14/2022,04:55:11pm,11,11,0.780876,62
597,35,1.9,Real-time SBAS Corrected,11/14/2022,04:56:24pm,12,12,0.952465,63
598,27,1.6,Real-time SBAS Corrected,11/14/2022,04:57:27pm,18,18,1.132571,64
599,25,1.5,Real-time SBAS Corrected,11/14/2022,04:58:30pm,15,15,0.969108,65
