Tag_Number,Hazard_Rat,DBH_2022,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID,layer,path,TagNumber,Species Co,LatinName,Species _1,DBH_2019,Azimuth,Dist to Bu,Buil Vinta,Sun,Hazard
"643",Healthy,44.2,6.7 7.2 6 11.3 9.6 3.4,2.2,Real-time SBAS Corrected,2022-11-02,03:44:17pm,Tagged_T,KIAH-1102.SSF,"51","51",K Campus Trees,1.487977,"33",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"643",MA4,Malus spp.,Crab Apple,15.699999999999999,"180","4",1950-1980,Partial,"0"
"650",Healthy,45.0,,1.4,Real-time SBAS Corrected,2022-11-02,03:47:48pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,0.631520,"34",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"650",QURU,Quercus rubra,Red Oak,42.799999999999997,"360","10",Before 1950,Partial,"1"
"644",Healthy,13.9,,1.4,Real-time SBAS Corrected,2022-11-02,03:50:00pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,0.705468,"35",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"644",COKO,Cornus kousa,Kousa Dogwood,13.300000000000001,"180","15",1950-1980,Shade,"0"
"645",Healthy,41.9,,1.2,Real-time SBAS Corrected,2022-11-02,03:51:33pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.614515,"36",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"645",QURU,Quercus rubra,Red Oak,39.899999999999999,"180","15",1950-1980,Partial,"0"
"648",Some distress,86.2,,1.3,Real-time SBAS Corrected,2022-11-02,03:52:46pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,2.257326,"37",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"648",QUAL,Quercus alba,White Oak,86.700000000000003,"360","10",Before 1950,Partial,"0"
"647",Healthy,39.7,,1.3,Real-time SBAS Corrected,2022-11-02,03:53:52pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.727343,"38",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"647",PSME,Pseudotsuga menziesii,Douglas-fir,39.399999999999999,"360","10",Before 1950,Partial,"1"
"646",Healthy,25.9,,1.2,Real-time SBAS Corrected,2022-11-02,03:55:14pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.402375,"39",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"646",QUAL,Quercus alba,White Oak,22.899999999999999,"180","15",Before 1950,Partial,"0"
"651",Healthy,78.9,4.3 4.7 13.2 12.3 5.6 12 4.5 7.3 9.3 5.7,1.8,Uncorrected,2022-11-02,03:56:15pm,Tagged_T,KIAH-1102.SSF,"72","72",K Campus Trees,0.863857,"40",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"651",MA5,Malus spp.,Crab Apple,48.700000000000003,"270","4",Before 1950,Partial,"0"
"688",Healthy,29.7,,1.5,Real-time SBAS Corrected,2022-11-02,04:01:38pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,1.967781,"41",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"688",MA12,Malus spp.,Crab Apple,28.699999999999999,"270","4",Before 1950,Partial,"1"
"9999",Healthy,7.4,,1.7,Real-time SBAS Corrected,2022-11-02,04:02:59pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.417404,"42",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,,,,,,,,,,
"689",Healthy,15.9,,1.3,Real-time SBAS Corrected,2022-11-02,04:06:00pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.727731,"43",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"689",MEGL,Metasequoia glyptostroboides,Dawn Redwood,10.600000000000000,"270","15",Before 1950,Partial,"0"
"687",Healthy,36.8,,1.2,Real-time SBAS Corrected,2022-11-02,04:07:04pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,0.213079,"44",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"687",QURU,Quercus rubra,Red Oak,35.200000000000003,"270","21",,Partial,"1"
"686",Healthy,42.2,,1.4,Real-time SBAS Corrected,2022-11-02,04:08:42pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.598436,"45",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"686",QURU,Quercus rubra,Red Oak,41.299999999999997,"360","10",1950-1980,Partial,"0"
"684",Healthy,57.6,10 10.5 11.3 12.6 13.2,1.6,Uncorrected,2022-11-02,04:09:59pm,Tagged_T,KIAH-1102.SSF,"37","37",K Campus Trees,0.469271,"46",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"684",PRSE13,Prunus serotina,Black Cherry,23.000000000000000,"360","4",1950-1980,Partial,"0"
"685",Healthy,37.2,14.8 8 9.5 4.9,1.6,Uncorrected,2022-11-02,04:12:21pm,Tagged_T,KIAH-1102.SSF,"32","32",K Campus Trees,1.633380,"47",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"685",PRSE14,Prunus serotina,Black Cherry,37.000000000000000,"360","4",1950-1980,Shade,"0"
"692",Healthy,66.8,,1.4,Real-time SBAS Corrected,2022-11-02,04:14:35pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,0.904245,"48",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"692",QUAL,Quercus alba,White Oak,66.700000000000003,"90","4",1950-1980,Partial,"0"
"693",Healthy,80.4,,1.4,Real-time SBAS Corrected,2022-11-02,04:15:24pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,0.534811,"49",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"693",QUAL,Quercus alba,White Oak,79.500000000000000,"90","10",1950-1980,Partial,"1"
"691",Some distress,58.6,,1.3,Real-time SBAS Corrected,2022-11-02,04:17:17pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,0.690370,"50",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"691",QURU,Quercus rubra,Red Oak,58.399999999999999,"270","21",,Partial,"0"
"710",Healthy,23.7,,1.5,Real-time SBAS Corrected,2022-11-02,04:18:56pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,1.154345,"51",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"710",PIPU,Picea pungens,Blue Spruce,22.699999999999999,"90","4",1950-1980,Partial,"1"
"711",Healthy,56.3,,1.5,Real-time SBAS Corrected,2022-11-02,04:20:24pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,2.519654,"52",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"711",CEOC,Celtis occidentalis,Northern Hackberry,49.899999999999999,"90","15",1950-1980,Partial,"1"
"712",Healthy,66.9,,1.4,Real-time SBAS Corrected,2022-11-02,04:21:40pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,1.696024,"53",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"712",QUAL,Quercus alba,White Oak,66.500000000000000,"90","15",1950-1980,Partial,"1"
"720",Healthy,82.9,,1.3,Real-time SBAS Corrected,2022-11-02,04:22:45pm,Tagged_T,KIAH-1102.SSF,"13","13",K Campus Trees,1.006323,"54",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"720",QUAL,Quercus alba,White Oak,83.299999999999997,"90","15",1950-1980,Partial,"0"
"719",Healthy,27.8,,1.2,Real-time SBAS Corrected,2022-11-02,04:23:59pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.797510,"55",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"719",QURU,Quercus rubra,Red Oak,28.100000000000001,"90","15",1950-1980,Partial,"1"
"709",Extreme distress,18.2,,1.4,Real-time SBAS Corrected,2022-11-02,04:24:54pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.362853,"56",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"709",QURU,Quercus rubra,Red Oak,18.300000000000001,"90","15",1950-1980,Partial,"0"
"708",Healthy,29.3,,1.3,Real-time SBAS Corrected,2022-11-02,04:25:31pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.147242,"57",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"708",QURU,Quercus rubra,Red Oak,28.699999999999999,"90","15",1950-1980,Partial,"0"
"704",Healthy,23.0,,1.2,Real-time SBAS Corrected,2022-11-02,04:26:54pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.214197,"58",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"704",QURU,Quercus rubra,Red Oak,22.699999999999999,"90","15",1950-1980,Partial,"0"
"705",Some distress,48.2,,1.4,Real-time SBAS Corrected,2022-11-02,04:27:41pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.986157,"59",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"705",CAOV,Carya ovata,Shagbark Hickory,48.100000000000001,"90","15",1950-1980,Partial,"0"
"707",Healthy,56.5,,1.2,Real-time SBAS Corrected,2022-11-02,04:29:22pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.501492,"60",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"707",CAOV,Carya ovata,Shagbark Hickory,59.899999999999999,"90","21",,Partial,"1"
"706",Healthy,82.8,,1.4,Real-time SBAS Corrected,2022-11-02,04:30:45pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,0.817232,"61",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"706",QUAL,Quercus alba,White Oak,82.200000000000003,"90","21",,Partial,"0"
"717",Healthy,18.3,,1.1,Real-time SBAS Corrected,2022-11-02,04:32:13pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.356466,"62",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"717",QURU,Quercus rubra,Red Oak,17.699999999999999,"90","21",,Partial,"0"
"718",Healthy,53.2,,1.2,Real-time SBAS Corrected,2022-11-02,04:33:04pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.283488,"63",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"718",QURU,Quercus rubra,Red Oak,52.399999999999999,"90","21",,Partial,"0"
"714",Healthy,27.7,,1.0,Real-time SBAS Corrected,2022-11-02,04:34:11pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.721903,"64",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"714",QURU,Quercus rubra,Red Oak,27.000000000000000,"90","21",,Partial,"1"
"715",Healthy,20.7,,1.7,Real-time SBAS Corrected,2022-11-02,04:35:24pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.893112,"65",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"715",QUAL,Quercus alba,White Oak,20.000000000000000,"270","21",,Partial,"0"
"718",Healthy,77.7,,1.3,Real-time SBAS Corrected,2022-11-02,04:36:12pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.310211,"66",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"718",QURU,Quercus rubra,Red Oak,52.399999999999999,"90","21",,Partial,"0"
"733",Healthy,40.0,,1.2,Real-time SBAS Corrected,2022-11-02,04:37:16pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.485042,"67",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"733",QURU,Quercus rubra,Red Oak,39.200000000000003,"90","21",,Partial,"1"
"732",Healthy,33.1,,1.3,Real-time SBAS Corrected,2022-11-02,04:38:00pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.634303,"68",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"732",QURU,Quercus rubra,Red Oak,32.799999999999997,"90","21",,Partial,"1"
"731",Healthy,34.4,,1.3,Real-time SBAS Corrected,2022-11-02,04:38:54pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.193717,"69",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"731",QURU,Quercus rubra,Red Oak,34.100000000000001,"270","21",,Partial,"1"
"730",Healthy,36.7,,1.3,Real-time SBAS Corrected,2022-11-02,04:39:55pm,Tagged_T,KIAH-1102.SSF,"17","17",K Campus Trees,0.676843,"70",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"730",CAOV,Carya ovata,Shagbark Hickory,36.700000000000003,"270","21",,Partial,"0"
"729",Healthy,35.7,,1.4,Real-time SBAS Corrected,2022-11-02,04:41:35pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.749043,"71",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"729",QURU,Quercus rubra,Red Oak,35.200000000000003,"270","21",,Partial,"1"
"728",Healthy,16.2,,1.4,Real-time SBAS Corrected,2022-11-02,04:42:31pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.128098,"72",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"728",QUAL,Quercus alba,White Oak,16.000000000000000,"270","21",,Partial,"1"
"727",Healthy,20.1,,1.3,Real-time SBAS Corrected,2022-11-02,04:43:39pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.738531,"73",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"727",QUAL,Quercus alba,White Oak,19.699999999999999,"270","21",,Partial,"1"
"726",Some distress,24.3,,1.3,Real-time SBAS Corrected,2022-11-02,04:44:34pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,1.172699,"74",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"726",CAOV,Carya ovata,Shagbark Hickory,24.399999999999999,"270","21",,Partial,"0"
"725",Healthy,34.5,,1.4,Real-time SBAS Corrected,2022-11-02,04:45:29pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,1.416502,"75",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"725",CAOV,Carya ovata,Shagbark Hickory,34.200000000000003,"270","21",,Partial,"0"
"724",Healthy,37.2,,1.4,Real-time SBAS Corrected,2022-11-02,04:46:19pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.481494,"76",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"724",QURU,Quercus rubra,Red Oak,36.200000000000003,"270","21",,Partial,"1"
"723",Healthy,21.0,,1.3,Real-time SBAS Corrected,2022-11-02,04:47:10pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.625616,"77",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"723",CAOV,Carya ovata,Shagbark Hickory,20.399999999999999,"270","21",,Partial,"0"
"722",Healthy,51.3,,1.6,Real-time SBAS Corrected,2022-11-02,04:48:03pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.760779,"78",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"722",QURU,Quercus rubra,Red Oak,50.700000000000003,"270","21",,Partial,"0"
"721",Healthy,47.0,,1.4,Real-time SBAS Corrected,2022-11-02,04:49:00pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.261819,"79",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"721",QURU,Quercus rubra,Red Oak,46.500000000000000,"270","21",,Partial,"1"
"694",Healthy,72.3,,2.2,Real-time SBAS Corrected,2022-11-02,04:51:36pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,2.098272,"80",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"694",FAGR,Fagus grandifolia,American Beech,72.299999999999997,"180","15",Before 1950,Partial,"0"
"695",Healthy,93.8,,1.5,Real-time SBAS Corrected,2022-11-02,04:52:39pm,Tagged_T,KIAH-1102.SSF,"16","16",K Campus Trees,0.967373,"81",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"695",QUAL,Quercus alba,White Oak,92.500000000000000,"180","21",,Partial,"1"
"696",Healthy,21.6,,1.4,Real-time SBAS Corrected,2022-11-02,04:53:57pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.330066,"82",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"696",QURU,Quercus rubra,Red Oak,18.600000000000001,"180","10",Before 1950,Shade,"0"
"697",Healthy,28.5,7 7.5 6.3 7.7,1.6,Real-time SBAS Corrected,2022-11-02,04:54:55pm,Tagged_T,KIAH-1102.SSF,"27","27",K Campus Trees,0.532433,"83",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"697",MA13,Malus spp.,Crab Apple,12.300000000000001,"180","4",Before 1950,Partial,"0"
"699",Healthy,98.7,,1.5,Real-time SBAS Corrected,2022-11-02,04:57:18pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,0.771465,"84",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"699",QUAL,Quercus alba,White Oak,97.400000000000006,"360","15",1950-1980,Sun,"1"
"9999",Healthy,68.1,,1.4,Real-time SBAS Corrected,2022-11-02,04:59:14pm,Tagged_T,KIAH-1102.SSF,"16","16",K Campus Trees,0.608437,"85",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,,,,,,,,,,
"737",Healthy,78.7,,1.7,Real-time SBAS Corrected,2022-11-02,05:00:54pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,0.290487,"86",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"737",QUAL,Quercus alba,White Oak,77.200000000000003,"270","21",,Partial,"1"
"736",Healthy,19.8,,1.5,Real-time SBAS Corrected,2022-11-02,05:01:54pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.459650,"87",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"736",PRSU,Prunus subhirtella,Weeping Cherry,19.699999999999999,"270","10",1950-1980,Partial,"1"
"735",Healthy,78.4,,2.1,Real-time SBAS Corrected,2022-11-02,05:03:03pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,0.192424,"88",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"735",QURU,Quercus rubra,Red Oak,77.200000000000003,"270","10",1950-1980,Partial,"1"
"734",Healthy,19.8,,1.6,Real-time SBAS Corrected,2022-11-02,05:04:22pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.151870,"89",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"734",QURU,Quercus rubra,Red Oak,17.899999999999999,"270","10",1950-1980,Partial,"0"
"698",Healthy,20.8,6.8 8.2 4.1 1.7,1.8,Real-time SBAS Corrected,2022-11-02,05:05:42pm,Tagged_T,KIAH-1102.SSF,"28","28",K Campus Trees,1.097696,"90",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"698",COKO,Cornus kousa,Kousa Dogwood,10.900000000000000,"360","4",1950-1980,Partial,"0"
"700",Healthy,31.3,,1.3,Real-time SBAS Corrected,2022-11-02,05:08:12pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.228172,"91",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"700",PYCA,Pyrus calleryana,Callery Pear,28.100000000000001,"180","4",Before 1950,Partial,"0"
"711",Healthy,19.9,,1.9,Uncorrected,2022-11-02,05:09:17pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,1.974493,"92",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"711",CEOC,Celtis occidentalis,Northern Hackberry,49.899999999999999,"90","15",1950-1980,Partial,"1"
"702",Healthy,40.0,5.3 4.8 5.3 6/2 7,3.8,Uncorrected,2022-11-02,05:10:57pm,Tagged_T,KIAH-1102.SSF,"39","39",K Campus Trees,4.120819,"93",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"702",MA15,Malus spp.,Crab Apple,19.100000000000001,"90","4",Before 1950,Partial,"0"
"782",Healthy,18.4,,1.5,Uncorrected,2022-11-02,05:13:26pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.563820,"94",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"782",QUIM,Quercus imbricaria,Shingle Oak,15.699999999999999,"90","15",Before 1950,Partial,"1"
"783",Healthy,34.8,,1.5,Real-time SBAS Corrected,2022-11-02,05:14:56pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.488357,"95",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"783",QUMA1,Quercus macrocarpa,Bur Oak,31.899999999999999,"180","10",Before 1950,Partial,"1"
"763",Healthy,12.3,,1.5,Real-time SBAS Corrected,2022-11-02,05:15:51pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.311897,"96",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"763",ACPA,Acer palmatum,Japanese Maple,9.500000000000000,"180","4",Before 1950,Partial,"0"
"789",Healthy,72.2,,1.8,Real-time SBAS Corrected,2022-11-02,05:17:02pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.554617,"97",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"789",QURU,Quercus rubra,Red Oak,69.000000000000000,"180","15",Before 1950,Partial,"0"
"788",Healthy,35.4,,1.5,Real-time SBAS Corrected,2022-11-02,05:18:09pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.527689,"98",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"788",QUMA2,Quercus macrocarpa,Bur Oak,33.100000000000001,"180","10",Before 1950,Partial,"2"
"762",Healthy,16.7,,2.5,Real-time SBAS Corrected,2022-11-02,05:19:04pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,0.633238,"99",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"762",MA21,Malus spp.,Crab Apple,21.600000000000001,"180","4",Before 1950,Partial,"1"
"761",Healthy,31.7,,2.0,Uncorrected,2022-11-02,05:20:17pm,Tagged_T,KIAH-1102.SSF,"18","18",K Campus Trees,0.928767,"100",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"761",MA20,Malus spp.,Crab Apple,23.699999999999999,"180","4",Before 1950,Partial,"1"
